Unnamed: 0,Name,Team & Contract,ID,Height,Weight,foot,Acceleration,Sprint speed,Stamina,Strength,Interceptions,Vision,Composure,Standing tackle,Sliding tackle,GK Diving,GK Handling,GK Positioning,Weak foot,Skill moves,Attacking work rate,Defensive work rate,Unnamed: 23
,D. Machado LB LM CM,FC Nantes 2025 ~ 2028,220837,"180cm 5'11""",75kg 165lbs,Left,76,77,74,70,67,68,71,73,72,13,12,12,3,2,,,
,F. Guilbert RB CDM,FC Nantes 2026 ~ 2030,227222,"178cm 5'10""",78kg 172lbs,Right,71,69,67,67,74,63,67,72,74,8,14,13,3,3,,,
,I. Sissoko CDM CM,FC Nantes 2026 ~ 2028,231089,"193cm 6'4""",90kg 198lbs,Right,56,58,82,87,72,72,74,73,71,11,5,11,4,3,,,
,E. Wahi ST,"OGC Nice Jun 30, 2026 On loan",260407,"181cm 5'11""",77kg 170lbs,Right,83,85,61,71,28,66,68,29,23,13,7,12,4,4,,,
,I. Mbaye RW LW RM,Paris Saint-Germain 2024 ~ 2028,74449,"176cm 5'9""",65kg 143lbs,Right,91,88,58,48,24,66,70,29,25,15,14,9,3,3,,,
,A. Seidu CB RB RM,Stade Rennais FC 2024 ~ 2029,257946,"173cm 5'8""",72kg 159lbs,Right,64,64,51,70,76,52,73,75,74,11,9,14,3,2,,,
,M. Godo LM RM LW,RC Strasbourg Alsace 2025 ~ 2030,271940,"169cm 5'7""",61kg 134lbs,Right,88,82,66,53,35,71,72,32,30,5,7,12,4,3,,,
,A. Avom Ebong CM CDM,FC Lorient 2024 ~ 2028,69997,"173cm 5'8""",68kg 150lbs,Right,72,71,90,68,66,71,74,77,71,14,9,10,2,3,,,
,A. Kouassi LB LM,FC Lorient 2025 ~ 2029,72100,"178cm 5'10""",68kg 150lbs,Left,86,83,75,65,70,54,68,68,70,7,9,8,3,3,,,
,B. Dieng ST,FC Lorient 2023 ~ 2029,261084,"178cm 5'10""",72kg 159lbs,Right,82,79,59,69,32,64,69,31,27,10,14,8,3,3,,,
,J. de Lange GK,Olympique de Marseille 2024 ~ 2027,239559,"190cm 6'3""",80kg 176lbs,Right,58,54,26,51,7,48,52,14,13,73,72,74,3,1,,,
,L. Tousart CDM CM,Stade Brestois 29 2025 ~ 2030,227234,"185cm 6'1""",83kg 183lbs,Right,52,67,78,80,73,60,67,76,73,11,15,10,3,2,,,
,J. Chotard CDM CM,Stade Brestois 29 2025 ~ 2029,252541,"179cm 5'10""",70kg 154lbs,Right,64,64,83,66,73,76,75,72,64,11,6,14,4,3,,,
,S. Boufal CAM LM ST CM,Le Havre AC 2026 ~ 2029,211381,"175cm 5'9""",70kg 154lbs,Right,77,71,57,61,23,73,77,42,35,9,16,14,4,4,,,
,G. Lloris CB,Le Havre AC 2022 ~ 2030,222286,"191cm 6'3""",87kg 192lbs,Left,36,38,71,84,75,49,69,75,72,11,9,10,3,2,,,
,A. Sangante CB RB CDM,Le Havre AC 2021 ~ 2029,262237,"189cm 6'2""",76kg 168lbs,Right,52,58,70,81,72,59,70,77,74,13,13,10,3,2,,,
,M. McKenzie CB,Toulouse FC 2024 ~ 2027,242195,"184cm 6'0""",83kg 183lbs,Right,78,82,75,80,73,37,69,76,75,9,11,11,5,2,,,
,O. Nkambadio GK,Paris FC 2020 ~ 2027,255266,"190cm 6'3""",86kg 190lbs,Right,31,28,20,47,11,39,36,10,14,74,71,72,2,1,,,
,D. Coppola CB,"Paris FC Jun 30, 2026 On loan",269181,"192cm 6'4""",78kg 172lbs,Right,52,52,68,76,75,52,58,75,74,10,8,14,3,2,,,
,Otávio CB,Paris FC 2025 ~ 2030,275070,"187cm 6'2""",83kg 183lbs,Left,72,73,70,80,75,43,68,71,71,14,12,5,2,2,,,
,S. Özcan CDM CM CB,Borussia Dortmund 2022 ~ 2028,235407,"182cm 6'0""",79kg 174lbs,Right,75,66,73,78,76,64,70,76,73,13,7,9,3,2,,,
,A. Meyer GK,Borussia Dortmund 2022 ~ 2028,241050,"195cm 6'5""",88kg 194lbs,Right,39,45,19,79,8,36,37,10,9,72,71,74,3,1,,,
,K. Stöger CAM CM LM,Borussia Mönchengladbach 2024 ~ 2027,204497,"175cm 5'9""",74kg 163lbs,Left,60,50,66,63,68,73,72,66,59,15,12,10,3,3,,,
,J. Castrop CAM LM RM CM,Borussia Mönchengladbach 2025 ~ 2029,264194,"177cm 5'10""",71kg 157lbs,Right,79,80,79,62,66,72,66,69,67,11,14,8,3,3,,,
,P. Osterhage CDM CM,SC Freiburg 2024 ~ 2029,250931,"187cm 6'2""",80kg 176lbs,Left,72,83,84,71,78,59,70,77,76,12,5,6,3,3,,,
,I. Matanović ST,SC Freiburg 2025 ~ 2029,259750,"194cm 6'4""",93kg 205lbs,Right,61,68,61,84,32,59,69,24,27,13,8,10,4,2,,,
,P. Treu RB LB RM,SC Freiburg 2025 ~ 2029,262666,"173cm 5'8""",72kg 159lbs,Right,79,83,93,54,68,63,66,67,68,7,7,8,3,3,,,
,J. Dompé LW LM,Hamburger SV 2022 ~ 2027,224970,"170cm 5'7""",65kg 143lbs,Right,84,72,78,50,39,73,73,44,42,11,7,11,3,4,,,
,J. Torunarigha CB,Hamburger SV 2025 ~ 2028,236947,"191cm 6'3""",80kg 176lbs,Left,79,84,72,89,73,54,71,73,73,5,7,5,2,2,,,
,R. Zieler GK,1. FC Köln 2025 ~ 2027,186148,"187cm 6'2""",82kg 181lbs,Right,46,50,32,55,21,42,61,12,13,72,71,77,3,1,,,
,R. Ache ST,1. FC Köln 2025 ~ 2029,235360,"183cm 6'0""",81kg 179lbs,Right,79,81,70,86,17,54,69,19,22,6,12,12,3,3,,,
,Í. Jóhannesson CM CAM CDM,1. FC Köln 2025 ~ 2030,246814,"184cm 6'0""",72kg 159lbs,Left,72,72,90,63,65,76,72,63,63,14,7,13,3,3,,,
,T. Krauß CDM CM,"1. FC Köln Jun 30, 2026 On loan",251392,"183cm 6'0""",76kg 168lbs,Right,74,69,78,75,71,67,67,76,74,7,11,12,3,2,,,
,J. Blaswich GK,Bayer 04 Leverkusen 2025 ~ 2027,204092,"193cm 6'4""",89kg 196lbs,Right,47,38,31,74,19,46,54,15,13,76,68,76,3,1,,,
,D. Zagadou CB,VfB Stuttgart 2022 ~ 2028,238476,"196cm 6'5""",90kg 198lbs,Left,34,55,76,92,72,59,68,76,69,9,13,14,3,2,,,
,R. Hendriks CB LB LM,VfB Stuttgart 2024 ~ 2028,251829,"189cm 6'2""",83kg 183lbs,Left,75,85,66,76,74,47,62,84,73,12,13,6,4,2,,,
,B. Bouanani RM RW CAM,VfB Stuttgart 2025 ~ 2030,270465,"177cm 5'10""",68kg 150lbs,Left,72,69,70,59,28,75,68,34,30,10,7,14,3,3,,,
,F. Jeltsch CB,VfB Stuttgart 2025 ~ 2030,278780,"187cm 6'2""",86kg 190lbs,Right,63,73,67,76,73,58,68,79,75,9,12,6,4,2,,,
,S. Mbangula LM LW,SV Werder Bremen 2025 ~ 2030,74566,"179cm 5'10""",65kg 143lbs,Right,75,82,73,46,31,61,61,33,35,14,10,15,3,4,,,
,N. Stark CB,SV Werder Bremen 2022 ~ 2027,212977,"190cm 6'3""",88kg 194lbs,Right,73,84,75,81,73,68,69,72,72,7,15,15,3,2,,,
,M. Wöber CB LB CDM,"SV Werder Bremen Jun 30, 2026 On loan",231838,"188cm 6'2""",85kg 187lbs,Left,62,65,62,77,74,60,67,75,75,13,13,14,2,2,,,
,M. Grüll LM ST RM LW,SV Werder Bremen 2024 ~ 2027,256548,"182cm 6'0""",74kg 163lbs,Right,84,74,75,72,29,71,69,28,30,7,9,10,4,3,,,
,A. Hanche-Olsen CB,1. FSV Mainz 05 2023 ~ 2028,228518,"185cm 6'1""",79kg 174lbs,Right,68,72,68,80,74,45,76,75,71,10,13,6,3,2,,,
,M. Müller GK,VfL Wolfsburg 2024 ~ 2027,208375,"192cm 6'4""",93kg 205lbs,Right,25,38,35,75,14,51,30,13,11,74,73,75,2,1,,,
,Y. Gerhardt CM CDM,VfL Wolfsburg 2016 ~ 2030,212245,"184cm 6'0""",81kg 179lbs,Left,66,64,70,76,73,73,72,68,65,13,13,11,3,3,,,
,J. Lindstrøm RM LM RB,"VfL Wolfsburg Jun 30, 2026 On loan",245741,"182cm 6'0""",63kg 139lbs,Right,84,80,68,51,40,74,70,44,39,11,12,13,3,3,,,
,A. Zehnter LB LM,VfL Wolfsburg 2025 ~ 2030,270013,"180cm 5'11""",70kg 154lbs,Left,78,71,86,55,73,74,63,67,71,12,14,10,4,3,,,
,M. Batshuayi ST,Eintracht Frankfurt 2025 ~ 2027,204529,"185cm 6'1""",88kg 194lbs,Right,72,72,62,78,29,64,75,31,22,9,10,7,5,3,,,
,N. Collins CB RB RM,Eintracht Frankfurt 2023 ~ 2030,256500,"188cm 6'2""",81kg 179lbs,Right,83,88,71,79,73,65,70,76,68,12,8,10,3,2,,,
,A. Amenda CB RB,Eintracht Frankfurt 2024 ~ 2029,270846,"197cm 6'6""",90kg 198lbs,Right,71,65,44,90,68,35,65,74,69,12,6,13,3,2,,,
,O. Højlund CM CDM,Eintracht Frankfurt 2024 ~ 2029,274952,"184cm 6'0""",76kg 168lbs,Right,76,81,74,70,76,73,75,75,74,9,10,8,3,3,,,
,J. Haberer CM RM CDM,1. FC Union Berlin 2022 ~ 2027,211879,"186cm 6'1""",79kg 174lbs,Right,61,61,74,67,73,76,71,64,58,14,16,15,3,3,,,
,A. Schäfer CM CAM CDM,1. FC Union Berlin 2022 ~ 2027,247026,"178cm 5'10""",72kg 159lbs,Right,73,70,85,63,73,69,71,67,57,13,14,10,4,4,,,
,A. Kemlein CM CDM,1. FC Union Berlin 2022 ~ 2030,271659,"185cm 6'1""",78kg 172lbs,Right,66,39,76,69,73,74,77,75,67,9,8,14,3,3,,,
,A. Ilić ST,1. FC Union Berlin 2025 ~ 2027,277799,"189cm 6'2""",86kg 190lbs,Right,70,71,65,84,21,64,67,30,18,6,15,13,3,2,,,
,I. Bebou ST RW RM CAM,TSG 1899 Hoffenheim 2019 ~ 2030,216258,"185cm 6'1""",80kg 176lbs,Right,83,80,45,68,31,69,73,35,33,10,11,11,3,4,,,
,V. Gendrey RB RM,TSG 1899 Hoffenheim 2024 ~ 2028,245863,"179cm 5'10""",75kg 165lbs,Right,82,70,78,70,72,45,63,77,69,12,10,10,2,3,,,
,Arthur Chaves CB,"FC Augsburg Jun 30, 2026 On loan",74871,"188cm 6'2""",80kg 176lbs,Right,74,81,79,70,75,35,54,79,77,8,10,6,4,2,,,
,C. Zesiger CB,FC Augsburg 2025 ~ 2029,236369,"194cm 6'4""",92kg 203lbs,Left,56,74,72,90,73,54,69,72,69,5,14,10,3,2,,,
,F. Rieder CAM CM RM,FC Augsburg 2025 ~ 2030,259306,"179cm 5'10""",74kg 163lbs,Left,75,73,75,59,54,79,74,59,53,13,9,13,3,3,,,
,R. Fellhauer CDM CM RM,FC Augsburg 2025 ~ 2027,269305,"182cm 6'0""",78kg 172lbs,Right,72,86,90,70,73,65,72,74,72,13,10,8,3,2,,,
,J. Irvine CM CDM,FC St. Pauli 2021 ~ 2029,211378,"189cm 6'2""",74kg 163lbs,Right,64,67,90,76,78,75,72,71,74,7,13,9,3,3,,,
,E. Smith CB CDM CM,FC St. Pauli 2021 ~ 2030,222369,"192cm 6'4""",86kg 190lbs,Right,61,71,77,82,77,70,70,69,66,12,12,7,3,2,,,
,H. Wahl CB,FC St. Pauli 2023 ~ 2028,230855,"189cm 6'2""",85kg 187lbs,Right,41,64,79,79,78,59,71,75,68,15,14,13,3,2,,,
,N. Dorsch CM CDM,1. FC Heidenheim 1846 2024 ~ 2028,231227,"178cm 5'10""",76kg 168lbs,Right,73,68,69,68,71,74,72,72,70,12,9,9,3,3,,,
,A. Ouédraogo CM CAM CDM,RB Leipzig 2024 ~ 2029,276602,"191cm 6'3""",89kg 196lbs,Right,76,76,67,77,58,76,77,56,45,8,10,11,4,4,,,
,J. Cabal LB CB,Juventus 2024 ~ 2029,251870,"186cm 6'1""",79kg 174lbs,Left,73,73,54,74,72,62,55,77,81,10,7,6,3,3,,,
,L. Pellegrini LB LM,Lazio 2025 ~ 2027,243237,"178cm 5'10""",72kg 159lbs,Left,77,66,66,46,69,47,69,76,76,6,9,6,4,3,,,
,D. Maldini CAM ST CM,"Lazio Jun 30, 2026 On loan",255611,"188cm 6'2""",83kg 183lbs,Right,69,74,69,69,35,73,72,50,40,12,12,13,4,3,,,
,M. Cancellieri RW LW LM RM,Lazio 2023 ~ 2027,263929,"180cm 5'11""",79kg 174lbs,Left,79,87,66,68,33,65,72,42,41,11,15,6,3,4,,,
,T. Noslin ST RM LM CAM,Lazio 2024 ~ 2029,264257,"178cm 5'10""",73kg 161lbs,Right,79,77,59,69,42,65,77,42,39,10,12,11,4,4,,,
,Z. Suzuki GK,Parma 2024 ~ 2029,255981,"190cm 6'3""",91kg 201lbs,Right,55,58,23,78,7,46,39,16,13,73,72,74,3,1,,,
,A. Ndiaye CB,Parma 2025 ~ 2029,259150,"185cm 6'1""",75kg 165lbs,Left,60,72,63,80,72,54,66,75,72,12,9,10,2,2,,,
,P. Gollini GK,Roma 2025 ~ 2027,211515,"194cm 6'4""",94kg 207lbs,Right,46,48,40,68,18,40,63,12,19,74,72,74,2,1,,,
,D. Rensch RB CB RM CM,Roma 2025 ~ 2029,258826,"179cm 5'10""",73kg 161lbs,Right,75,74,70,61,72,66,69,74,72,10,8,13,4,3,,,
,E. Ferguson ST,"Roma Jun 30, 2026 On loan",259608,"188cm 6'2""",78kg 172lbs,Right,67,69,66,78,13,63,72,13,13,9,8,12,3,3,,,
,A. Tameze CDM CM CB,Torino 2023 ~ 2030,213242,"182cm 6'0""",78kg 172lbs,Right,76,75,67,69,75,68,78,77,75,13,16,15,3,3,,,
,Z. Aboukhlal CAM RM LM CM,Torino 2025 ~ 2029,248564,"179cm 5'10""",74kg 163lbs,Left,84,81,87,72,20,73,68,44,34,10,6,5,5,4,,,
,A. Ismajli CB,Torino 2025 ~ 2027,258782,"185cm 6'1""",76kg 168lbs,Right,66,68,72,66,77,38,67,78,74,9,14,12,3,2,,,
,K. Davis ST CAM,Udinese 2023 ~ 2027,231743,"189cm 6'2""",68kg 150lbs,Left,66,69,60,81,40,58,73,38,23,7,14,9,3,3,,,
,J. Ekkelenkamp CM LM CAM,Udinese 2024 ~ 2029,243249,"188cm 6'2""",83kg 183lbs,Right,69,73,76,75,66,76,74,66,64,13,6,14,3,3,,,
,M. Okoye GK,Udinese 2023 ~ 2028,257288,"197cm 6'6""",94kg 207lbs,Right,23,26,34,75,18,45,37,16,16,73,72,74,3,1,,,
,A. Atta CM CAM,Udinese 2025 ~ 2029,272783,"189cm 6'2""",77kg 170lbs,Right,70,74,74,72,66,75,76,68,62,8,13,14,3,3,,,
,N. Casale CB,Bologna 2025 ~ 2028,239770,"192cm 6'4""",88kg 194lbs,Right,70,75,67,77,75,63,74,75,72,14,8,13,3,2,,,
,S. Sohm CM CDM CAM,"Bologna Jun 30, 2026 On loan",244634,"188cm 6'2""",85kg 187lbs,Right,77,74,83,80,71,74,67,70,68,11,10,13,3,3,,,
,T. Heggem CB LB,Bologna 2025 ~ 2027,248342,"192cm 6'4""",90kg 198lbs,Left,70,75,79,82,72,61,68,75,73,13,6,9,5,2,,,
,T. Pobega CM CDM,Bologna 2026 ~ 2028,252060,"189cm 6'2""",87kg 192lbs,Right,73,74,75,72,76,68,71,78,74,6,10,13,4,3,,,
,M. Vitík CB,Bologna 2025 ~ 2029,259748,"193cm 6'4""",84kg 185lbs,Right,71,75,63,81,73,66,67,75,74,15,12,8,3,2,,,
,V. Nelsson CB,"Hellas Verona FC Jun 30, 2026 On loan",235658,"185cm 6'1""",78kg 172lbs,Right,60,62,68,79,76,59,73,78,76,10,6,7,2,2,,,
,G. Orban ST,"Hellas Verona FC Jun 30, 2026 On loan",273564,"178cm 5'10""",82kg 181lbs,Right,78,74,60,67,17,63,80,17,10,10,6,12,3,3,,,
,L. Coulibaly CDM CM,Lecce 2024 ~ 2027,230107,"183cm 6'0""",77kg 170lbs,Right,67,71,80,69,72,67,72,73,72,9,12,8,3,3,,,
,R. Sottil LM LW,"Lecce Jun 30, 2026 On loan",246431,"180cm 5'11""",70kg 154lbs,Right,90,87,53,45,30,72,68,35,39,12,13,5,3,4,,,
,Jacobo Ramón CB,Como 2025 ~ 2030,70966,"196cm 6'5""",80kg 176lbs,Right,57,60,64,79,75,48,65,76,72,10,10,13,3,2,,,
,Álex Valle LB LM,Como 2025 ~ 2029,273875,"178cm 5'10""",72kg 159lbs,Left,83,82,75,66,70,69,66,70,70,6,14,12,3,3,,,
,A. Belotti ST,Cagliari 2025 ~ 2029,208596,"181cm 5'11""",72kg 159lbs,Right,66,67,68,78,31,59,74,27,32,13,7,14,4,2,,,
,M. Folorunsho CM CAM ST,"Cagliari Jun 30, 2026 On loan",268683,"190cm 6'3""",92kg 203lbs,Right,68,76,79,79,71,71,70,72,69,14,12,12,4,3,,,
,S. Kılıçsoy ST LW LM CAM,"Cagliari Jun 30, 2026 On loan",274616,"178cm 5'10""",68kg 150lbs,Right,75,71,69,75,26,65,69,29,26,12,6,8,4,4,,,
,Aarón Martín LB LM,Genoa 2023 ~ 2028,236295,"178cm 5'10""",70kg 154lbs,Left,69,50,82,57,72,68,74,72,70,11,14,12,3,3,,,
,B. Norton-Cuffy RB RM,Genoa 2024 ~ 2029,260653,"181cm 5'11""",70kg 154lbs,Right,80,84,76,69,69,57,68,70,70,7,12,11,3,3,,,
,T. Baldanzi CAM CM,"Genoa Jun 30, 2026 On loan",269312,"170cm 5'7""",63kg 139lbs,Left,78,75,65,41,33,78,69,41,48,12,9,12,3,3,,,
,M. Aebischer CM CDM,"Pisa Jun 30, 2026 On loan",236898,"183cm 6'0""",78kg 172lbs,Right,73,61,72,69,76,73,72,77,74,10,9,9,4,3,,,
,M. Tramoni CAM ST CM,Pisa 2022 ~ 2028,240797,"175cm 5'9""",72kg 159lbs,Right,90,88,80,59,50,72,74,58,54,11,11,10,3,3,,,
,U. Garcia LB CB LM,"Sassuolo Jun 30, 2026 On loan",223143,"182cm 6'0""",73kg 161lbs,Left,78,79,79,76,70,61,68,70,73,8,13,12,2,3,,,
,A. Murić GK,"Sassuolo Jun 30, 2026 On loan",233164,"197cm 6'6""",80kg 176lbs,Right,44,46,29,71,18,60,66,17,18,74,71,73,2,1,,,
,T. Muharemović CB,Sassuolo 2024 ~ 2030,262027,"187cm 6'2""",76kg 168lbs,Left,55,67,67,76,75,52,60,76,74,11,10,6,3,2,,,
,R. Bardghji RW RM,FC Barcelona 2025 ~ 2029,265600,"173cm 5'8""",73kg 161lbs,Left,75,76,62,55,23,74,69,31,24,8,14,14,4,4,,,
,Gonzalo ST,Real Madrid 2023 ~ 2030,278399,"182cm 6'0""",81kg 179lbs,Right,74,73,71,74,44,67,66,40,50,6,13,7,4,3,,,
,Junior Firpo LB LM,Real Betis Balompié 2025 ~ 2028,241184,"184cm 6'0""",78kg 172lbs,Left,80,75,73,73,71,75,73,74,71,7,7,14,3,3,,,
,Javi Rueda RB RM,RC Celta 2023 ~ 2029,72426,"177cm 5'10""",74kg 163lbs,Right,86,88,72,62,70,72,68,67,73,5,13,10,2,2,,,
,Hugo Sotelo CM CDM,RC Celta 2021 ~ 2028,264095,"180cm 5'11""",75kg 165lbs,Right,74,65,72,65,69,78,75,71,63,14,9,9,3,3,,,
,Pablo Durán ST LW CAM,RC Celta 2022 ~ 2027,272453,"176cm 5'9""",72kg 159lbs,Right,71,72,72,67,33,65,73,28,26,7,9,9,3,3,,,
,Miguel Román CM CDM,RC Celta 2025 ~ 2028,277029,"178cm 5'10""",70kg 154lbs,Right,62,64,73,58,73,79,72,74,69,12,7,12,3,3,,,
,Kike García ST,RCD Espanyol 2025 ~ 2027,192678,"186cm 6'1""",79kg 174lbs,Right,43,50,55,80,40,72,76,40,21,7,9,13,4,3,,,
,T. Dolan RW RM LM,RCD Espanyol 2025 ~ 2028,257063,"168cm 5'6""",63kg 139lbs,Right,85,78,76,52,50,74,74,62,48,5,9,6,3,4,,,
,Terrats RM LM CM RW,"RCD Espanyol Jun 30, 2026 On loan",259521,"181cm 5'11""",71kg 157lbs,Left,65,63,69,68,72,76,74,72,68,8,9,14,3,3,,,
,Roberto Fernández ST,RCD Espanyol 2025 ~ 2031,263676,"186cm 6'1""",78kg 172lbs,Right,75,82,82,75,55,69,70,56,35,12,13,13,3,3,,,
,T. Asano RW RM ST,RCD Mallorca 2024 ~ 2028,232610,"173cm 5'8""",71kg 157lbs,Right,86,81,75,73,31,67,73,32,30,15,7,9,4,3,,,
,Pablo Torre CAM CM LM,RCD Mallorca 2025 ~ 2029,267976,"173cm 5'8""",63kg 139lbs,Right,76,68,71,48,45,76,70,48,46,15,10,10,4,4,,,
,D. Ćaleta-Car CB,"Real Sociedad Jun 30, 2026 On loan",225263,"193cm 6'4""",89kg 196lbs,Right,54,62,60,84,73,60,72,74,71,8,9,10,4,2,,,
,Aritz Elustondo CB RB,Real Sociedad 2014 ~ 2030,226221,"180cm 5'11""",71kg 157lbs,Right,55,67,68,75,73,32,75,73,73,7,10,15,3,2,,,
,Aihen Muñoz LB LM,Real Sociedad 2017 ~ 2027,246748,"175cm 5'9""",68kg 150lbs,Left,76,75,74,62,71,66,74,73,70,10,9,15,3,3,,,
,O. Óskarsson ST,Real Sociedad 2024 ~ 2030,269186,"186cm 6'1""",76kg 168lbs,Right,73,74,72,76,26,65,66,25,25,14,14,15,3,2,,,
,Dani Raba RW ST CAM RM,Valencia CF 2025 ~ 2027,241463,"184cm 6'0""",76kg 168lbs,Left,74,68,56,71,47,75,73,42,38,12,11,12,3,4,,,
,André Almeida CAM LM ST CM,Valencia CF 2022 ~ 2029,247729,"176cm 5'9""",62kg 137lbs,Right,72,68,67,59,76,77,78,69,65,6,9,8,3,3,,,
,Thierry Correia RB LB RM,Valencia CF 2019 ~ 2028,247832,"176cm 5'9""",69kg 152lbs,Right,88,90,72,68,70,69,70,72,70,10,15,6,4,3,,,
,Copete CB,Valencia CF 2025 ~ 2029,263396,"192cm 6'4""",73kg 161lbs,Left,58,55,65,73,76,50,62,76,74,11,13,13,2,2,,,
,Denis Suárez CM LM CDM,Deportivo Alavés 2025 ~ 2027,205192,"176cm 5'9""",69kg 152lbs,Right,60,67,59,58,66,77,74,66,49,10,14,7,3,3,,,
,Aleñá LM CM RM LB,Deportivo Alavés 2025 ~ 2029,233113,"180cm 5'11""",73kg 161lbs,Left,66,67,68,61,67,75,77,59,54,12,9,8,2,4,,,
,Ander Guevara CDM CM,Deportivo Alavés 2023 ~ 2027,240458,"180cm 5'11""",73kg 161lbs,Right,50,35,77,68,73,73,76,75,71,14,12,14,3,3,,,
,Pacheco CB LB,"Deportivo Alavés Jun 30, 2026 On loan",255854,"184cm 6'0""",77kg 170lbs,Left,47,49,65,73,74,42,60,76,74,14,13,14,3,2,,,
,Adrià Pedrosa LB LM LW,"Elche CF Jun 30, 2026 On loan",246113,"176cm 5'9""",69kg 152lbs,Left,88,86,86,62,67,65,70,68,67,14,14,10,3,3,,,
,Raúl García ST,CA Osasuna 2023 ~ 2028,253416,"192cm 6'4""",70kg 154lbs,Right,67,71,63,74,15,68,70,31,28,12,15,6,3,3,,,
,Fran Pérez RM LM RB,Rayo Vallecano 2025 ~ 2029,271373,"175cm 5'9""",68kg 150lbs,Right,79,78,66,55,48,70,67,41,31,9,13,9,3,4,,,
,Alemão ST,Rayo Vallecano 2025 ~ 2030,276895,"182cm 6'0""",85kg 187lbs,Right,70,76,77,87,25,70,72,30,18,12,14,12,5,3,,,
,Isaac Romero ST,Sevilla FC 2024 ~ 2028,69967,"184cm 6'0""",70kg 154lbs,Left,81,84,76,74,22,65,66,12,10,5,12,8,3,3,,,
,Ø. Nyland GK,Sevilla FC 2023 ~ 2028,185427,"192cm 6'4""",78kg 172lbs,Right,45,45,33,70,21,40,39,11,12,73,73,73,4,1,,,
,N. Maupay ST,"Sevilla FC Jun 30, 2026 On loan",211784,"174cm 5'9""",65kg 143lbs,Right,72,67,65,68,26,69,74,55,33,11,12,8,3,3,,,
,Fábio Cardoso CB,Sevilla FC 2025 ~ 2028,213917,"187cm 6'2""",82kg 181lbs,Right,62,53,76,82,75,41,68,73,71,7,14,15,2,2,,,
,Joan Jordán CM CDM,Sevilla FC 2019 ~ 2027,224309,"185cm 6'1""",74kg 163lbs,Right,50,52,75,74,73,75,73,74,59,13,12,12,4,3,,,
,G. Suazo LB LM,Sevilla FC 2025 ~ 2028,229649,"178cm 5'10""",72kg 159lbs,Left,76,73,80,73,72,72,73,73,73,14,7,12,2,3,,,
,Marcão CB,Sevilla FC 2022 ~ 2027,234426,"185cm 6'1""",80kg 176lbs,Left,56,61,67,81,70,54,70,73,72,8,8,10,3,2,,,
,Peque CAM LM ST CM,Sevilla FC 2024 ~ 2028,270301,"172cm 5'8""",66kg 146lbs,Right,79,76,72,45,27,73,73,48,40,13,8,12,4,3,,,
,Pau Navarro CB RB,Villarreal CF 2024 ~ 2030,278659,"185cm 6'1""",72kg 159lbs,Right,59,65,67,63,77,63,61,79,75,9,9,10,3,2,,,
,J. Toljan RB CM,Levante UD 2025 ~ 2027,214622,"182cm 6'0""",74kg 163lbs,Right,84,83,78,70,70,66,65,73,70,10,13,11,5,3,,,
,Dela CB RB,Levante UD 2023 ~ 2028,245290,"179cm 5'10""",77kg 170lbs,Right,69,75,76,76,74,66,66,75,73,15,6,10,3,2,,,
,Olasagasti CM CDM LM,Levante UD 2025 ~ 2028,262500,"176cm 5'9""",74kg 163lbs,Left,63,60,83,68,72,74,71,75,69,14,13,8,3,2,,,
,K. Arriaga CDM CM,Levante UD 2025 ~ 2027,267873,"191cm 6'3""",82kg 181lbs,Right,63,69,83,84,75,63,65,75,69,12,15,10,2,2,,,
,Kiko Femenía RB RM,Getafe CF 2025 ~ 2027,189860,"174cm 5'9""",61kg 134lbs,Right,68,68,72,61,74,67,63,76,74,16,15,15,3,3,,,
,Javi Muñoz CM CAM RM,Getafe CF 2025 ~ 2028,226157,"175cm 5'9""",69kg 152lbs,Right,71,72,84,74,76,76,69,74,71,6,10,7,4,3,,,
,Domingos Duarte CB,Getafe CF 2022 ~ 2028,234835,"190cm 6'3""",80kg 176lbs,Right,50,52,69,78,77,44,64,75,73,9,9,14,3,2,,,
,A. Abqar CB,Getafe CF 2025 ~ 2028,245628,"188cm 6'2""",80kg 176lbs,Right,52,56,65,79,74,43,58,74,73,9,10,12,3,2,,,
,Mario Martín CM CDM CAM,Getafe CF 2021 ~ 2027,274555,"178cm 5'10""",74kg 163lbs,Right,64,69,81,70,71,74,69,75,74,11,11,9,3,3,,,
,Hugo Rincón RB RM,"Girona FC Jun 30, 2026 On loan",279026,"183cm 6'0""",75kg 165lbs,Right,82,84,82,73,70,66,66,71,68,14,11,10,2,2,,,
,David Carmo CB,"Real Oviedo Jun 30, 2026 On loan",251616,"196cm 6'5""",84kg 185lbs,Left,53,63,73,82,76,61,70,75,72,10,7,14,2,2,,,
,T. Fernández LW LM,"Real Oviedo Jun 30, 2026 On loan",275205,"175cm 5'9""",68kg 150lbs,Right,87,81,68,49,48,70,70,56,54,13,6,8,2,3,,,
,Alberto Reina CM CDM CAM,Real Oviedo 2025 ~ 2027,275985,"179cm 5'10""",71kg 157lbs,Right,64,74,81,66,69,75,72,68,64,13,8,15,3,3,,,
,Andrés García RB RM,Aston Villa 2025 ~ 2029,275468,"183cm 6'0""",82kg 181lbs,Right,77,77,74,63,72,67,69,71,67,11,12,11,4,3,,,
