Unnamed: 0,Name,Age,Overall rating,Potential,Team & Contract,ID,Height,Weight,foot,Value,Wage,Acceleration,Sprint speed,Stamina,Strength,Interceptions,Vision,Composure,Standing tackle,Sliding tackle,GK Diving,GK Handling,GK Positioning,Weak foot,Skill moves,Attacking work rate,Defensive work rate,Unnamed: 28
,I. Soumaré LM ST LW,24,73,76,Le Havre AC 2023 ~ 2029,253121,"182cm 6'0""",78kg 172lbs,Right,€4.2M,€11K,83,83,69,62,25,69,70,21,19,13,7,10,2,3,,,
,Y. Kechta CM CAM,23,73,80,Le Havre AC 2019 ~ 2029,263468,"174cm 5'9""",68kg 150lbs,Left,€6M,€11K,60,56,79,53,70,74,74,71,66,7,6,12,3,3,,,
,M. Mbow CB,25,73,76,Paris FC 2023 ~ 2028,247248,"192cm 6'4""",82kg 181lbs,Right,€3.6M,€31K,64,75,74,82,71,44,67,75,70,6,5,14,2,2,,,
,J. Krasso ST CAM,27,73,73,Paris FC 2024 ~ 2027,256731,"187cm 6'2""",80kg 176lbs,Left,€3.3M,€36K,65,65,69,83,12,69,72,18,14,6,15,12,3,3,,,
,S. Ulreich GK,36,73,73,FC Bayern München 2021 ~ 2028,186569,"192cm 6'4""",87kg 192lbs,Right,€350K,€15K,41,40,29,63,14,42,45,18,14,74,69,73,2,1,,,
,G. Reyna CAM LM RM CM,22,73,78,Borussia Mönchengladbach 2025 ~ 2028,245541,"185cm 6'1""",79kg 174lbs,Right,€4.7M,€19K,71,63,63,72,39,72,71,37,37,10,13,12,2,4,,,
,S. Machino ST CAM,25,73,76,Borussia Mönchengladbach 2025 ~ 2029,245622,"185cm 6'1""",84kg 185lbs,Right,€4.1M,€22K,74,87,80,75,34,70,67,35,33,14,10,7,4,3,,,
,Y. Engelhardt CDM CM,24,73,76,"Borussia Mönchengladbach Jun 30, 2026 On loan",262906,"184cm 6'0""",74kg 163lbs,Right,€3.8M,€46K,68,63,78,66,73,67,63,77,72,9,14,13,3,2,,,
,L. Ullrich LB LM LW,21,73,79,Borussia Mönchengladbach 2023 ~ 2029,271119,"180cm 5'11""",73kg 161lbs,Left,€4.6M,€15K,70,72,75,68,72,64,69,75,70,9,9,5,2,2,,,
,M. Rosenfelder CB RB,22,73,79,SC Freiburg 2023 ~ 2029,263022,"186cm 6'1""",76kg 168lbs,Right,€4.4M,€18K,74,87,62,68,73,55,66,77,75,10,10,10,3,3,,,
,D. Scherhant LM ST LW,22,73,78,SC Freiburg 2025 ~ 2030,269705,"186cm 6'1""",82kg 181lbs,Right,€4.7M,€19K,82,87,67,66,28,64,66,24,26,5,11,6,3,4,,,
,N. Capaldo CM CDM CB,26,73,74,Hamburger SV 2025 ~ 2028,246885,"177cm 5'10""",73kg 161lbs,Right,€3.6M,€20K,77,75,90,72,68,69,74,72,69,8,6,12,2,3,,,
,A. Grønbæk CAM CM LM ST,24,73,78,"Hamburger SV Jun 30, 2026 On loan",256949,"181cm 5'11""",65kg 143lbs,Right,€4.6M,€18K,76,74,78,65,64,75,76,64,62,8,12,6,3,4,,,
,P. Otele LM LW ST,26,73,73,"Hamburger SV Jun 30, 2026 On loan",266395,"178cm 5'10""",80kg 176lbs,Right,€3.3M,€18K,89,89,74,73,21,57,65,26,23,5,12,8,5,3,,,
,N. Remberg CM CDM,25,73,76,Hamburger SV 2025 ~ 2028,276119,"187cm 6'2""",88kg 194lbs,Right,€4M,€19K,68,61,89,85,74,69,73,76,75,11,11,14,3,2,,,
,L. Waldschmidt CAM ST CM,29,73,73,1. FC Köln 2024 ~ 2027,220085,"181cm 5'11""",74kg 163lbs,Left,€3M,€21K,73,63,67,61,28,72,70,19,18,14,10,9,2,3,,,
,L. Maina LM ST CAM LW,26,73,74,1. FC Köln 2022 ~ 2028,242997,"173cm 5'8""",70kg 154lbs,Right,€3.6M,€20K,89,92,81,48,31,67,63,28,25,14,12,7,4,3,,,
,S. Sebulonsen RB CB RM CM,25,73,76,1. FC Köln 2025 ~ 2028,254638,"187cm 6'2""",78kg 172lbs,Right,€3.7M,€18K,84,87,86,73,65,65,69,69,67,13,14,5,2,2,,,
,J. Omlin GK,31,73,73,"Bayer 04 Leverkusen Jun 30, 2026 On loan",223550,"190cm 6'3""",85kg 187lbs,Right,€1.6M,€14K,52,51,35,69,25,42,45,21,24,74,72,71,3,1,,,
,Arthur RM RB,22,73,78,Bayer 04 Leverkusen 2023 ~ 2028,275028,"174cm 5'9""",69kg 152lbs,Right,€4.7M,€40K,80,85,68,49,65,67,62,67,64,12,5,10,3,4,,,
,Chema Andrés CDM CM,20,73,82,VfB Stuttgart 2025 ~ 2030,75056,"190cm 6'3""",82kg 181lbs,Right,€6.5M,€19K,57,59,66,69,82,68,72,72,62,9,6,10,3,3,,,
,N. Nartey CM CAM LB,25,73,76,VfB Stuttgart 2019 ~ 2028,238379,"187cm 6'2""",82kg 181lbs,Left,€4M,€26K,69,67,60,75,71,76,72,73,61,13,9,6,3,3,,,
,L. Bittencourt CAM CM,31,73,73,SV Werder Bremen 2020 ~ 2029,203106,"171cm 5'7""",63kg 139lbs,Right,€2.5M,€23K,75,72,73,46,57,69,74,59,62,15,11,14,4,3,,,
,K. Hein GK,23,73,81,"SV Werder Bremen Jun 30, 2026 On loan",248732,"193cm 6'4""",76kg 168lbs,Right,€6M,€35K,33,38,40,62,12,41,26,16,15,72,71,73,3,1,,,
,S. Bell CB,33,73,73,1. FSV Mainz 05 2010 ~ 2029,198352,"192cm 6'4""",88kg 194lbs,Right,€1.5M,€21K,33,50,49,84,77,47,76,76,66,7,16,13,2,2,,,
,S. Widmer RB RM LB,32,73,73,1. FSV Mainz 05 2021 ~ 2030,216158,"183cm 6'0""",80kg 176lbs,Right,€2.1M,€21K,72,74,67,76,73,69,76,70,66,10,8,5,3,3,,,
,S. Becker ST LM RM LW,30,73,73,1. FSV Mainz 05 2026 ~ 2030,223790,"180cm 5'11""",78kg 172lbs,Right,€3M,€24K,90,93,72,73,43,69,71,35,28,6,14,16,3,3,,,
,P. Tietz ST,27,73,73,1. FSV Mainz 05 2026 ~ 2028,233216,"190cm 6'3""",90kg 198lbs,Right,€3.3M,€23K,64,54,77,84,25,63,72,36,23,10,7,11,3,3,,,
,Silas RM RW ST,26,73,73,1. FSV Mainz 05 2026 ~ 2028,245940,"189cm 6'2""",82kg 181lbs,Right,€3.3M,€21K,86,89,64,77,54,59,67,50,39,8,13,9,2,5,,,
,K. Paredes LM LW LB,22,73,82,VfL Wolfsburg 2022 ~ 2029,255272,"175cm 5'9""",61kg 134lbs,Left,€7M,€28K,85,79,48,34,58,68,57,63,60,8,11,9,3,4,,,
,K. Fischer RB CB,24,73,76,VfL Wolfsburg 2022 ~ 2027,256281,"182cm 6'0""",77kg 170lbs,Right,€3.8M,€27K,83,84,84,69,69,59,58,65,70,7,13,13,3,2,,,
,M. Dahoud CM CDM,29,73,73,Eintracht Frankfurt 2024 ~ 2030,218339,"178cm 5'10""",68kg 150lbs,Right,€3M,€24K,74,54,70,59,72,74,72,59,58,14,7,12,4,4,,,
,R. Skov LB RB RM LM,29,73,73,1. FC Union Berlin 2024 ~ 2030,215449,"185cm 6'1""",81kg 179lbs,Left,€2.7M,€26K,77,74,66,68,68,70,71,67,66,15,16,13,3,3,,,
,O. Burke ST RM CAM,28,73,73,1. FC Union Berlin 2025 ~ 2029,225632,"188cm 6'2""",82kg 181lbs,Right,€3.1M,€29K,90,95,69,80,36,68,69,40,31,13,11,7,3,3,,,
,T. Skarke ST RM CAM,28,73,73,1. FC Union Berlin 2022 ~ 2030,229286,"181cm 5'11""",79kg 174lbs,Right,€3.1M,€29K,86,87,71,68,47,58,67,49,43,7,14,13,3,3,,,
,Jeong Woo Yeong CAM ST CM,25,73,76,1. FC Union Berlin 2024 ~ 2028,239138,"179cm 5'10""",71kg 157lbs,Right,€4M,€25K,78,74,75,54,30,72,65,32,36,12,6,7,4,3,,,
,A. Král CM CAM CDM,27,73,73,1. FC Union Berlin 2024 ~ 2028,247028,"187cm 6'2""",80kg 176lbs,Right,€3.2M,€26K,69,73,81,76,73,75,75,74,74,11,13,11,3,3,,,
,J. Juranović RB RM,29,73,73,1. FC Union Berlin 2023 ~ 2027,257771,"173cm 5'8""",68kg 150lbs,Right,€2.7M,€26K,84,75,65,61,69,72,71,72,69,12,9,15,4,3,,,
,T. Rothe LB LM CB,20,73,81,1. FC Union Berlin 2024 ~ 2030,268116,"192cm 6'4""",85kg 187lbs,Left,€6.5M,€18K,66,56,77,79,73,66,68,68,69,8,9,9,3,3,,,
,I. Ansah ST CAM LW,20,73,83,1. FC Union Berlin 2025 ~ 2030,276372,"197cm 6'6""",84kg 185lbs,Right,€6.5M,€21K,82,83,74,80,23,66,58,21,18,6,6,13,3,4,,,
,K. Akpoguma CB RB,30,73,73,TSG 1899 Hoffenheim 2013 ~ 2029,211856,"192cm 6'4""",85kg 187lbs,Right,€2.5M,€26K,76,76,65,80,72,46,60,75,70,14,13,12,4,3,,,
,M. Wolf RB RM,30,73,73,FC Augsburg 2024 ~ 2027,224425,"188cm 6'2""",81kg 179lbs,Right,€2.6M,€26K,75,74,80,76,68,71,75,72,70,12,15,16,4,2,,,
,E. Rexhbeçaj CM CDM CAM,27,73,73,FC Augsburg 2022 ~ 2028,240193,"182cm 6'0""",78kg 172lbs,Left,€3.2M,€26K,63,57,75,70,67,71,65,73,68,14,11,8,3,2,,,
,A. Kade RM LM CAM RW,21,73,80,FC Augsburg 2025 ~ 2029,266433,"185cm 6'1""",72kg 159lbs,Right,€6M,€19K,77,75,66,69,29,63,60,35,31,9,15,11,3,3,,,
,M. Rasmussen CM CAM CDM,27,73,73,FC St. Pauli 2026 ~ 2029,225266,"180cm 5'11""",71kg 157lbs,Left,€3.2M,€20K,76,70,82,64,62,70,70,68,63,14,15,12,3,3,,,
,M. Pereira Lage ST LW CAM LM,28,73,73,FC St. Pauli 2025 ~ 2028,233061,"180cm 5'11""",69kg 152lbs,Right,€3.1M,€22K,78,89,86,64,64,75,68,62,61,9,15,11,3,4,,,
,E. Dinkçi CAM RM LM CM,23,73,79,"1. FC Heidenheim 1846 Jun 30, 2026 On loan",258316,"188cm 6'2""",76kg 168lbs,Right,€4.8M,€19K,84,85,78,59,27,72,75,28,19,7,15,9,3,4,,,
,M. Pieringer ST CAM CM,25,73,74,1. FC Heidenheim 1846 2023 ~ 2027,260290,"191cm 6'3""",83kg 183lbs,Right,€3.7M,€24K,63,66,77,83,30,67,75,27,23,10,10,6,3,3,,,
,E. Banzuzi CM CDM CAM,20,73,85,RB Leipzig 2025 ~ 2030,276216,"191cm 6'3""",80kg 176lbs,Right,€7.5M,€26K,67,66,74,74,66,70,65,69,64,14,5,6,3,2,,,
,Y. Musah CM CDM RM CAM,22,73,81,"Atalanta Jun 30, 2026 On loan",253177,"178cm 5'10""",71kg 157lbs,Right,€7M,€28K,85,91,78,71,70,72,76,72,67,15,6,6,3,4,,,
,K. Sulemana CAM LM ST CM,23,73,76,Atalanta 2025 ~ 2029,256035,"175cm 5'9""",70kg 154lbs,Right,€4.2M,€37K,90,86,62,60,26,70,70,25,25,6,13,12,4,4,,,
,F. Dele-Bashiru CAM CM,24,73,77,Lazio 2025 ~ 2028,258890,"186cm 6'1""",80kg 176lbs,Right,€4.4M,€21K,79,89,71,81,66,66,74,68,65,6,8,11,3,3,,,
,J. Ondrejka LW LM,22,73,79,Parma 2025 ~ 2029,255460,"180cm 5'11""",70kg 154lbs,Right,€4.9M,€16K,78,77,58,56,46,70,62,47,43,8,14,10,4,4,,,
,M. Keita CDM CM CB,23,73,79,Parma 2024 ~ 2029,261539,"181cm 5'11""",78kg 172lbs,Right,€4.4M,€14K,78,76,79,74,72,73,70,73,71,11,11,6,3,3,,,
,G. Oristanio CAM ST RW CM,22,73,79,"Parma Jun 30, 2026 On loan",269276,"174cm 5'9""",62kg 137lbs,Left,€4.9M,€4K,83,86,69,60,53,65,70,49,47,6,8,8,4,3,,,
,M. Frigan ST,22,73,78,Parma 2025 ~ 2030,275401,"185cm 6'1""",78kg 172lbs,Left,€4.7M,€16K,80,79,76,76,24,56,62,38,27,6,7,8,4,2,,,
,M. Pedersen RB RM,24,73,75,Torino 2024 ~ 2027,243481,"184cm 6'0""",76kg 168lbs,Right,€3.6M,€23K,88,89,78,62,67,67,65,70,69,10,7,15,4,3,,,
,N. Nkounkou LM LB,24,73,76,"Torino Jun 30, 2026 On loan",255150,"180cm 5'11""",77kg 170lbs,Left,€4.2M,€20K,82,84,69,73,68,66,61,66,64,11,10,7,2,3,,,
,S. Sazonov CB,23,73,78,Torino 2023 ~ 2030,278013,"194cm 6'4""",84kg 185lbs,Right,€4.2M,€23K,52,67,48,76,71,42,60,75,72,11,8,12,3,2,,,
,C. Kabasele CB,34,73,73,Udinese 2023 ~ 2028,190324,"187cm 6'2""",84kg 185lbs,Right,€1M,€15K,52,55,73,78,74,40,64,74,73,14,11,14,3,2,,,
,T. Kristensen CB,23,73,81,Udinese 2023 ~ 2028,261573,"198cm 6'6""",85kg 187lbs,Right,€6.5M,€12K,60,64,71,78,73,48,66,75,71,13,5,13,3,2,,,
,A. Zanoli RB RM,24,73,77,"Udinese Jun 30, 2026 On loan",268656,"188cm 6'2""",76kg 168lbs,Right,€4.1M,€47K,78,82,74,68,69,59,68,74,70,14,7,10,3,3,,,
,C. Lykogiannis LB LM,31,73,73,Bologna 2022 ~ 2029,210381,"191cm 6'3""",90kg 198lbs,Left,€2.2M,€34K,70,80,67,79,72,58,64,71,69,9,7,14,3,2,,,
,N. Zortea RB RM,26,73,74,Bologna 2025 ~ 2029,252440,"186cm 6'1""",86kg 190lbs,Right,€3.3M,€32K,77,77,78,73,69,68,71,67,66,7,11,7,4,3,,,
,B. Domínguez LM LW,21,73,83,Bologna 2024 ~ 2029,269558,"173cm 5'8""",73kg 161lbs,Right,€7M,€25K,83,84,74,42,48,70,65,41,36,12,6,6,3,4,,,
,S. Lovrič CM CDM,27,73,73,"Hellas Verona FC Jun 30, 2026 On loan",223866,"180cm 5'11""",70kg 154lbs,Right,€3.2M,€15K,62,62,68,61,68,76,72,68,66,11,10,13,3,3,,,
,Pol Lirola RB CB CM,27,73,73,Hellas Verona FC 2026 ~ 2028,235875,"183cm 6'0""",70kg 154lbs,Right,€2.9M,€10K,70,73,73,61,69,65,67,71,68,12,12,9,3,3,,,
,N. Valentini CB,24,73,79,"Hellas Verona FC Jun 30, 2026 On loan",267681,"185cm 6'1""",77kg 170lbs,Left,€4.4M,€28K,72,72,77,72,74,60,70,75,75,13,5,10,3,2,,,
,N. Törnqvist GK,23,73,81,Como 2025 ~ 2029,255900,"195cm 6'5""",82kg 181lbs,Left,€6M,€27K,49,42,34,62,17,58,32,16,14,71,71,75,2,1,,,
,L. Mazzitelli CM CDM,29,73,73,"Cagliari Jun 30, 2026 On loan",221331,"184cm 6'0""",76kg 168lbs,Right,€3M,€58K,45,40,56,69,70,75,73,68,66,12,7,8,4,3,,,
,A. Dossena CB,26,73,76,"Cagliari Jun 30, 2026 On loan",237586,"195cm 6'5""",85kg 187lbs,Right,€3.5M,€53K,50,48,67,76,74,43,74,76,71,11,8,14,3,2,,,
,G. Gaetano CAM CDM CM,25,73,76,Cagliari 2025 ~ 2029,246877,"180cm 5'11""",80kg 176lbs,Right,€4M,€10K,69,60,58,56,64,75,77,58,52,12,12,10,3,3,,,
,G. Zappa RB CB CDM,25,73,76,Cagliari 2021 ~ 2030,252964,"183cm 6'0""",78kg 172lbs,Right,€3.7M,€10K,67,81,84,64,72,62,69,70,68,14,13,10,2,2,,,
,M. Adopo CM CDM,24,73,76,Cagliari 2025 ~ 2029,254982,"187cm 6'2""",85kg 187lbs,Right,€4.1M,€9K,67,73,79,76,74,71,68,73,69,12,12,11,3,3,,,
,A. Obert LB CB CDM,22,73,79,Cagliari 2021 ~ 2029,266636,"187cm 6'2""",82kg 181lbs,Left,€4.6M,€9K,69,66,69,68,75,62,64,73,71,6,7,10,2,2,,,
,I. Sulemana CDM CM,22,73,80,"Cagliari Jun 30, 2026 On loan",271577,"180cm 5'11""",78kg 172lbs,Right,€6M,€34K,76,67,79,67,75,65,68,73,73,7,9,10,3,2,,,
,Zé Pedro CB,28,73,75,Cagliari 2025 ~ 2028,278668,"187cm 6'2""",84kg 185lbs,Right,€3.1M,€11K,69,68,68,72,74,58,67,74,72,8,13,7,2,2,,,
,J. Harrison RW LW LM RM,28,73,73,"Fiorentina Jun 30, 2026 On loan",232080,"175cm 5'9""",70kg 154lbs,Left,€3.1M,€45K,74,77,76,62,44,75,72,39,39,11,8,6,3,3,,,
,C. Kouamé ST LM LW,27,73,73,Fiorentina 2020 ~ 2027,235866,"185cm 6'1""",70kg 154lbs,Right,€3.3M,€36K,74,79,64,63,36,68,70,38,32,15,13,7,4,3,,,
,M. Pongračić CB,27,73,75,Fiorentina 2024 ~ 2027,238370,"190cm 6'3""",95kg 209lbs,Right,€3.2M,€32K,56,65,63,82,70,54,69,76,72,6,6,8,3,2,,,
,T. Lamptey RB LB RM,24,73,76,Fiorentina 2025 ~ 2028,242418,"163cm 5'4""",62kg 137lbs,Right,€3.8M,€28K,89,80,61,34,71,59,69,71,73,15,13,5,2,2,,,
,G. Fabbian CM CAM CDM,22,73,82,"Fiorentina Jun 30, 2026 On loan",271019,"189cm 6'2""",87kg 192lbs,Right,€7M,€29K,70,65,64,55,68,73,71,65,64,8,9,7,4,3,,,
,N. Leali GK,32,73,73,Genoa 2023 ~ 2029,201299,"195cm 6'5""",80kg 176lbs,Right,€1.5M,€12K,33,32,27,65,25,45,60,15,20,76,73,69,2,1,,,
,M. Cornet LM ST LW,28,73,73,"Genoa Jun 30, 2026 On loan",215798,"179cm 5'10""",69kg 152lbs,Right,€3.1M,€47K,82,86,57,64,66,69,67,67,63,16,13,12,4,3,,,
,F. Loyola CM CDM RB CAM,24,73,76,"Pisa Jun 30, 2026 On loan",71230,"185cm 6'1""",76kg 168lbs,Right,€4.1M,€10K,66,67,82,75,73,71,71,73,70,9,11,7,3,2,,,
,A. Zerbin RM LM LB RB,26,73,73,"Cremonese Jun 30, 2026 On loan",237669,"182cm 6'0""",80kg 176lbs,Right,€3.3M,€57K,74,75,80,66,68,66,68,74,72,5,6,10,3,3,,,
,M. Payero CM CAM,26,73,73,"Cremonese Jun 30, 2026 On loan",240970,"182cm 6'0""",80kg 176lbs,Right,€3.3M,€15K,70,70,69,72,66,75,76,66,62,6,6,7,2,3,,,
,M. Nzola ST,28,73,73,"Sassuolo Jun 30, 2026 On loan",240452,"185cm 6'1""",91kg 201lbs,Left,€3.1M,€38K,81,84,62,92,29,60,69,24,28,12,14,13,4,2,,,
,J. Doig LB LM,23,73,78,Sassuolo 2024 ~ 2028,255561,"189cm 6'2""",71kg 157lbs,Left,€4.3M,€14K,75,82,86,63,67,63,60,70,70,15,6,10,5,3,,,
,J. Idzes CB,25,73,77,Sassuolo 2025 ~ 2029,262396,"190cm 6'3""",80kg 176lbs,Right,€3.8M,€15K,62,43,86,80,69,53,61,74,73,13,6,12,3,2,,,
,A. Boiro LB LM,23,73,80,Athletic Club 2024 ~ 2029,70344,"183cm 6'0""",75kg 165lbs,Left,€6M,€24K,79,77,76,75,70,61,65,71,69,12,9,12,3,3,,,
,R. Rodríguez LB LM,32,73,73,Real Betis Balompié 2024 ~ 2028,193352,"182cm 6'0""",83kg 183lbs,Left,€2.1M,€21K,56,56,74,71,70,75,77,74,72,14,13,14,3,2,,,
,Chimy Ávila ST RM RW CAM,31,73,73,Real Betis Balompié 2024 ~ 2027,228520,"172cm 5'8""",81kg 179lbs,Right,€2.6M,€24K,70,76,72,78,57,72,68,46,41,11,6,10,5,3,,,
,Fer López RW CAM CM RM,21,73,82,"RC Celta Jun 30, 2026 On loan",75628,"186cm 6'1""",76kg 168lbs,Left,€7M,€36K,64,70,52,56,25,74,75,43,44,8,7,5,2,3,,,
,J. Aidoo CB,29,73,73,RC Celta 2019 ~ 2030,230021,"184cm 6'0""",80kg 176lbs,Right,€2.5M,€21K,64,70,63,84,71,23,63,73,71,11,6,13,3,2,,,
,Carlos Domínguez CB,24,73,78,RC Celta 2020 ~ 2028,262140,"187cm 6'2""",81kg 179lbs,Left,€4.2M,€17K,56,68,58,79,72,47,68,76,70,5,14,9,3,2,,,
,Jofre RW RM LM,24,73,75,RCD Espanyol 2020 ~ 2029,258949,"175cm 5'9""",68kg 150lbs,Right,€4M,€17K,82,80,63,59,41,73,67,39,32,10,14,10,3,3,,,
,Antoniu Roca RM LM RW,22,73,76,RCD Espanyol 2020 ~ 2028,263133,"180cm 5'11""",65kg 143lbs,Right,€4.2M,€15K,82,81,62,58,40,70,70,44,33,11,6,15,3,3,,,
,Toni Lato LB LM,27,73,73,RCD Mallorca 2023 ~ 2027,232008,"171cm 5'7""",64kg 141lbs,Left,€2.9M,€22K,76,76,65,56,67,66,64,70,71,7,10,9,4,3,,,
,Mateu Morey RB RM LB,25,73,76,RCD Mallorca 2024 ~ 2027,248820,"173cm 5'8""",67kg 148lbs,Right,€3.7M,€21K,75,75,68,51,75,62,63,69,73,6,13,7,3,3,,,
,Antonio Sánchez RM CM RB,28,73,73,RCD Mallorca 2015 ~ 2027,252909,"179cm 5'10""",78kg 172lbs,Right,€3.1M,€24K,71,72,83,75,72,73,71,68,64,15,13,14,3,3,,,
,Odriozola RB,29,73,73,Real Sociedad 2023 ~ 2029,234035,"176cm 5'9""",66kg 146lbs,Right,€2.7M,€27K,73,76,64,64,71,63,67,71,70,11,12,5,3,3,,,
,A. Zakharyan RM CM LM RW,22,73,81,Real Sociedad 2023 ~ 2029,264701,"182cm 6'0""",73kg 161lbs,Right,€7M,€24K,79,77,68,53,51,73,70,54,44,11,14,13,4,3,,,
,Pablo Marín CM CDM RM CAM,21,73,82,Real Sociedad 2022 ~ 2029,272455,"178cm 5'10""",71kg 157lbs,Right,€7M,€20K,69,67,63,59,70,74,66,72,55,7,7,15,3,3,,,
,E. Cömert CB CDM CM,27,73,74,Valencia CF 2022 ~ 2028,233885,"183cm 6'0""",80kg 176lbs,Right,€3.1M,€26K,61,70,75,77,72,62,62,73,70,6,8,7,4,2,,,
,Guridi CAM CM ST,30,73,73,Deportivo Alavés 2022 ~ 2028,238126,"179cm 5'10""",70kg 154lbs,Left,€2.9M,€23K,61,62,60,57,71,73,69,72,58,12,8,11,3,3,,,
,C. Protesoni CDM CM CB,27,73,74,Deportivo Alavés 2022 ~ 2028,244948,"185cm 6'1""",76kg 168lbs,Right,€3.1M,€21K,67,64,69,69,71,65,73,72,73,14,9,12,3,2,,,
,Pablo Ibáñez CM CDM,26,73,74,Deportivo Alavés 2025 ~ 2030,264160,"179cm 5'10""",74kg 163lbs,Right,€3.6M,€22K,68,74,75,62,72,73,59,71,72,12,13,10,3,2,,,
,Marc Aguado CDM CM,25,73,78,Elche CF 2025 ~ 2027,246809,"178cm 5'10""",68kg 150lbs,Right,€4.1M,€17K,61,69,76,64,71,74,72,71,70,12,14,9,3,2,,,
,Víctor Chust CB,25,73,78,"Elche CF Jun 30, 2026 On loan",259173,"182cm 6'0""",77kg 170lbs,Right,€4M,€8K,68,73,60,75,74,50,68,74,73,7,9,14,5,2,,,
,Juan Cruz LB CB CDM,32,73,73,CA Osasuna 2020 ~ 2029,206219,"180cm 5'11""",79kg 174lbs,Left,€2.1M,€25K,72,69,71,69,72,57,60,74,73,14,11,11,3,2,,,
,Kike Barja LW LM RW,28,73,73,CA Osasuna 2018 ~ 2030,225200,"178cm 5'10""",69kg 152lbs,Right,€3.1M,€27K,76,73,63,60,33,72,69,35,31,6,12,15,3,3,,,
,Dani Cárdenas GK,28,73,75,Rayo Vallecano 2023 ~ 2027,236033,"186cm 6'1""",80kg 176lbs,Right,€2.6M,€12K,45,43,26,52,6,34,42,13,12,72,71,73,3,1,,,
,Sergio Camello ST,24,73,78,Rayo Vallecano 2023 ~ 2027,248805,"177cm 5'10""",69kg 152lbs,Right,€4.7M,€18K,76,76,73,58,35,75,75,36,23,13,8,11,4,4,,,
,A. Januzaj RW RM LM,30,73,73,Sevilla FC 2022 ~ 2029,208330,"186cm 6'1""",76kg 168lbs,Left,€2.9M,€26K,69,70,55,59,36,75,75,23,22,15,10,12,4,4,,,
,A. Freeman RB CM,20,73,81,Villarreal CF 2026 ~ 2032,267920,"188cm 6'2""",78kg 172lbs,Right,€6.5M,€19K,83,82,75,77,65,65,63,71,70,12,11,10,3,2,,,
,Morales ST LM CAM,37,73,73,Levante UD 2024 ~ 2030,216475,"180cm 5'11""",70kg 154lbs,Right,€1M,€19K,75,76,69,66,58,71,76,54,45,14,13,16,4,4,,,
,Brugui ST LM RM LW,28,73,73,Levante UD 2021 ~ 2028,241591,"173cm 5'8""",68kg 150lbs,Left,€3.1M,€25K,88,85,82,61,40,63,70,48,44,12,5,7,3,3,,,
,Oriol Rey CM CDM,27,73,73,Levante UD 2023 ~ 2027,242279,"177cm 5'10""",71kg 157lbs,Left,€3.2M,€22K,55,59,85,73,73,76,72,75,64,6,13,6,3,2,,,
,M. Moreno CB,21,73,79,"Levante UD Jun 30, 2026 On loan",276820,"193cm 6'4""",81kg 179lbs,Right,€4.4M,€23K,55,56,66,80,73,50,56,73,74,14,9,6,2,2,,,
,Álex Sancris RM LM RW,28,73,73,Getafe CF 2025 ~ 2028,275986,"181cm 5'11""",77kg 170lbs,Right,€3.1M,€26K,78,79,77,62,25,68,53,26,27,9,6,13,5,3,,,
,Rubén Blanco GK,29,73,74,Girona FC 2026 ~ 2029,211101,"188cm 6'2""",70kg 154lbs,Right,€2.3M,€15K,54,52,44,35,22,37,57,11,11,76,72,70,3,1,,,
,Joel Roca LW LM,20,73,82,Girona FC 2024 ~ 2029,272718,"176cm 5'9""",72kg 159lbs,Right,€6.5M,€19K,85,82,65,61,46,70,66,45,42,8,14,11,3,3,,,
,C. Echeverri CAM CM LM ST,19,73,85,"Girona FC Jun 30, 2026 On loan",276528,"170cm 5'7""",65kg 143lbs,Right,€7M,€49K,88,84,59,45,39,70,72,44,37,9,12,13,3,3,,,
,E. Bailly CB,31,73,73,Real Oviedo 2025 ~ 2027,225508,"187cm 6'2""",77kg 170lbs,Right,€2.1M,€25K,60,65,50,77,74,59,73,71,73,14,14,9,3,3,,,
,H. Hassan RW RM,23,73,79,Real Oviedo 2024 ~ 2027,245870,"178cm 5'10""",71kg 157lbs,Left,€4.8M,€23K,92,90,69,59,20,64,68,31,25,12,10,8,3,3,,,
,Javi López LB LM,23,73,79,"Real Oviedo Jun 30, 2026 On loan",256097,"184cm 6'0""",80kg 176lbs,Left,€4.5M,€23K,72,73,73,69,71,66,63,72,70,11,13,14,3,2,,,
,I. Chaira LW RM LM,24,73,76,Real Oviedo 2025 ~ 2028,262300,"183cm 6'0""",70kg 154lbs,Right,€4.2M,€23K,80,80,73,65,46,71,66,36,39,12,15,6,3,4,,,
,M. Travers GK,26,72,75,Everton 2025 ~ 2029,232284,"191cm 6'3""",82kg 181lbs,Right,€2.4M,€17K,41,38,30,60,13,47,47,15,14,73,69,72,2,1,,,
,R. Ngumoha LM LW,16,72,88,Liverpool 2025 ~ 2028,80376,"170cm 5'7""",68kg 150lbs,Right,€6M,€29K,92,89,62,54,36,71,74,39,30,11,9,9,3,4,,,
,E. Krafth RB CB,30,72,72,Newcastle United 2019 ~ 2029,207650,"184cm 6'0""",83kg 183lbs,Right,€2M,€63K,53,53,55,72,74,62,72,76,74,8,13,14,3,2,,,
,A. Gunn GK,29,72,73,Nottingham Forest 2025 ~ 2030,216325,"196cm 6'5""",77kg 170lbs,Right,€1.8M,€34K,48,49,31,66,18,49,48,16,14,73,71,70,3,1,,,
