Unnamed: 0,Name,Age,Overall rating,Potential,Team & Contract,Value,Wage,Total stats,Unnamed: 9
,Dani Cárdenas GK,28,73,75,Rayo Vallecano 2023 ~ 2027,€2.6M,€12K,1109,
,Sergio Camello ST,24,73,78,Rayo Vallecano 2023 ~ 2027,€4.7M,€18K,1871,
,A. Januzaj RW RM LM,30,73,73,Sevilla FC 2022 ~ 2029,€2.9M,€26K,1794,
,A. Freeman RB CM,20,73,81,Villarreal CF 2026 ~ 2032,€6.5M,€19K,1991,
,Morales ST LM CAM,37,73,73,Levante UD 2024 ~ 2030,€1M,€19K,2003,
,Brugui ST LM RM LW,28,73,73,Levante UD 2021 ~ 2028,€3.1M,€25K,1917,
,Oriol Rey CM CDM,27,73,73,Levante UD 2023 ~ 2027,€3.2M,€22K,1928,
,M. Moreno CB,21,73,79,"Levante UD Jun 30, 2026 On loan",€4.4M,€23K,1594,
,Álex Sancris RM LM RW,28,73,73,Getafe CF 2025 ~ 2028,€3.1M,€26K,1757,
,Rubén Blanco GK,29,73,74,Girona FC 2026 ~ 2029,€2.3M,€15K,1200,
,Joel Roca LW LM,20,73,82,Girona FC 2024 ~ 2029,€6.5M,€19K,1857,
,C. Echeverri CAM CM LM ST,19,73,85,"Girona FC Jun 30, 2026 On loan",€7M,€49K,1855,
,E. Bailly CB,31,73,73,Real Oviedo 2025 ~ 2027,€2.1M,€25K,1756,
,H. Hassan RW RM,23,73,79,Real Oviedo 2024 ~ 2027,€4.8M,€23K,1744,
,Javi López LB LM,23,73,79,"Real Oviedo Jun 30, 2026 On loan",€4.5M,€23K,1819,
,I. Chaira LW RM LM,24,73,76,Real Oviedo 2025 ~ 2028,€4.2M,€23K,1840,
,M. Travers GK,26,72,75,Everton 2025 ~ 2029,€2.4M,€17K,1173,
,R. Ngumoha LM LW,16,72,88,Liverpool 2025 ~ 2028,€6M,€29K,1773,
,E. Krafth RB CB,30,72,72,Newcastle United 2019 ~ 2029,€2M,€63K,1884,
,A. Gunn GK,29,72,73,Nottingham Forest 2025 ~ 2030,€1.8M,€34K,1231,
,O. Scarles LB,19,72,80,West Ham United 2023 ~ 2028,€4.8M,€27K,1820,
,L. O'Nien CB,30,72,72,Sunderland 2018 ~ 2027,€1.9M,€37K,1967,
,D. Cirkin LB,23,72,78,Sunderland 2021 ~ 2029,€3.5M,€31K,1847,
,E. Mayenda ST RM LM RW,20,72,82,Sunderland 2023 ~ 2030,€5M,€31K,1802,
,C. Rigg CAM CM RM,18,72,84,Sunderland 2023 ~ 2030,€5.5M,€25K,1875,
,Y. Mosquera CB,24,72,78,Wolverhampton Wanderers 2021 ~ 2030,€3.4M,€34K,1621,
,H. Reed CDM CM,30,72,72,Fulham FC 2020 ~ 2027,€2M,€48K,1860,
,A. Broja ST,23,72,76,Burnley 2025 ~ 2030,€3.4M,€35K,1697,
,L. Tchaouna RM ST RW,21,72,78,Burnley 2025 ~ 2029,€3.8M,€27K,1863,
,B. Sosa LB LM,27,72,72,Crystal Palace 2025 ~ 2028,€2.3M,€46K,1907,
,C. Riad CB,22,72,81,Crystal Palace 2024 ~ 2029,€4.9M,€40K,1668,
,S. Tzimas ST,19,72,81,Brighton & Hove Albion 2025 ~ 2030,€5M,€40K,1716,
,J. Dasilva CM CDM,26,72,73,Brentford 2018 ~ 2028,€2.7M,€43K,1943,
,A. Tóth CM CDM,19,72,85,AFC Bournemouth 2026 ~ 2031,€5.5M,€30K,1948,
,F. Forster GK,37,72,72,AFC Bournemouth 2026 ~ 2030,€250K,€17K,1186,
,R. Fofana ST,19,72,82,RC Lens 2025 ~ 2027,€5M,€15K,1742,
,C. Verdonk LB CB LM,28,72,72,Lille OSC 2025 ~ 2028,€2.1M,€20K,1956,
,E. Mbappé RM CM RW,18,72,82,Lille OSC 2024 ~ 2027,€4.9M,€13K,1848,
,R. Ghezzal RM RW,33,72,72,Olympique Lyonnais 2025 ~ 2029,€1.5M,€15K,1815,
,J. Fischer GK,23,72,78,FC Metz 2025 ~ 2029,€3M,€6K,1132,
,B. Stambouli CDM CM,34,72,72,FC Metz 2024 ~ 2029,€800K,€11K,1812,
,H. Diallo ST,30,72,72,FC Metz 2025 ~ 2028,€2.3M,€13K,1760,
,F. Ballo-Touré LB LM,28,72,72,FC Metz 2025 ~ 2028,€2.1M,€11K,1875,
,J. Deminguet CM CDM,27,72,72,FC Metz 2025 ~ 2028,€2.5M,€11K,1994,
,G. Tsitaishvili LM RM LW,24,72,75,"FC Metz Jun 30, 2026 On loan",€3.2M,€14K,1681,
,K. Ouattara LB LM,20,72,80,AS Monaco 2023 ~ 2028,€4.9M,€15K,1769,
,F. Coquelin CM CDM,34,72,72,FC Nantes 2025 ~ 2028,€1.1M,€14K,1940,
,Y. El Arabi ST CAM,38,72,72,FC Nantes 2025 ~ 2028,€800K,€12K,1801,
,K. Amian RB CB RM,27,72,72,FC Nantes 2024 ~ 2028,€2.3M,€13K,1854,
,C. Awaziem CB,28,72,73,FC Nantes 2025 ~ 2028,€2.2M,€14K,1655,
,S. Abdul Samed CDM CM,25,72,74,OGC Nice 2025 ~ 2028,€2.6M,€17K,1763,
,A. Mendy CB RB CDM,21,72,81,OGC Nice 2022 ~ 2028,€4.9M,€13K,1744,
,K. Oppong CB,21,72,79,OGC Nice 2025 ~ 2029,€4.4M,€13K,1549,
,D. Fofana ST,22,72,80,"RC Strasbourg Alsace Jun 30, 2026 On loan",€5.5M,€60K,1784,
,J. Mwanga CDM CM,22,72,76,RC Strasbourg Alsace 2023 ~ 2027,€3.1M,€27K,1789,
,J. Makengo CAM CM ST,27,72,73,FC Lorient 2023 ~ 2027,€2.7M,€15K,1970,
,A. Tosin ST CAM,27,72,73,FC Lorient 2023 ~ 2027,€2.7M,€16K,1896,
,S. Soumano ST CAM,24,72,77,FC Lorient 2021 ~ 2029,€3.6M,€14K,1657,
,J. Dina Ebimbe RM LM RW,24,72,75,"Stade Brestois 29 Jun 30, 2026 On loan",€3.2M,€19K,1961,
,S. Coulibaly CB,21,72,80,"Stade Brestois 29 Jun 30, 2026 On loan",€4.9M,€23K,1697,
,J. Diaz CB,21,72,80,"Stade Brestois 29 Jun 30, 2026 On loan",€4.9M,€4K,1617,
,C. Arcus RB RM,29,72,72,Angers SCO 2024 ~ 2030,€2.1M,€11K,1833,
,B. van den Boomen CM CDM CAM,29,72,72,"Angers SCO Jun 30, 2026 On loan",€2.3M,€14K,1934,
,G. Koyalipou ST RM RW,25,72,75,"Angers SCO Jun 30, 2026 On loan",€3.1M,€19K,1776,
,L. Mouton CAM CM,23,72,79,Angers SCO 2025 ~ 2028,€4.7M,€10K,1838,
,Y. Belkhdim CM CDM RM CAM,23,72,79,Angers SCO 2020 ~ 2028,€4.7M,€10K,1879,
,J. Ekomié LB LM,21,72,79,Angers SCO 2024 ~ 2027,€4.5M,€8K,1695,
,A. Sbaï LM RM ST LW,24,72,74,Angers SCO 2025 ~ 2027,€3M,€10K,1740,
,M. Diaw GK,32,72,72,Le Havre AC 2025 ~ 2027,€1.2M,€8K,1218,
,A. Seko CDM CB CM,25,72,77,Le Havre AC 2025 ~ 2027,€3.1M,€10K,1651,
,D. Methalie LB LM,19,72,82,Toulouse FC 2024 ~ 2030,€4.8M,€11K,1805,
,Emersonn ST,20,72,81,Toulouse FC 2025 ~ 2029,€5M,€14K,1779,
,W. Kamanzi RB RM,24,72,77,Toulouse FC 2023 ~ 2029,€3.3M,€14K,1851,
,F. Magri ST LW RW LM,25,72,75,Toulouse FC 2023 ~ 2030,€3.1M,€18K,1716,
,M. Cafaro LW RW LM,28,72,72,Paris FC 2025 ~ 2027,€2.4M,€34K,1905,
,W. Geubbels ST,23,72,77,Paris FC 2025 ~ 2030,€3.6M,€29K,1752,
,L. Koleosho RW LW RM,20,72,79,"Paris FC Jun 30, 2026 On loan",€4.6M,€30K,1741,
,M. Friedrich CB,29,72,72,Borussia Mönchengladbach 2022 ~ 2030,€2M,€20K,1618,
,N. Ngoumou RM RW LM,25,72,73,Borussia Mönchengladbach 2022 ~ 2027,€2.8M,€19K,1782,
,K. Takai CB,20,72,79,"Borussia Mönchengladbach Jun 30, 2026 On loan",€4.3M,€39K,1609,
,F. Müller GK,27,72,73,SC Freiburg 2023 ~ 2028,€2M,€12K,1154,
,L. Höler ST CAM CM,30,72,72,SC Freiburg 2018 ~ 2028,€2.3M,€22K,1808,
,J. Makengo LB LM,23,72,76,SC Freiburg 2023 ~ 2029,€3.1M,€16K,1742,
,Y. Poulsen ST,31,72,72,Hamburger SV 2025 ~ 2027,€2M,€20K,1910,
,R. Glatzel ST,31,72,72,Hamburger SV 2021 ~ 2027,€2M,€20K,1670,
,R. Philippe ST RW CAM,24,72,77,Hamburger SV 2025 ~ 2029,€3.6M,€17K,1713,
,W. Omari CB,25,72,76,Hamburger SV 2026 ~ 2030,€2.9M,€16K,1647,
,D. Elfadli CB CDM CM,28,72,73,Hamburger SV 2024 ~ 2028,€2.2M,€18K,1801,
,D. Heintz CB,31,72,72,1. FC Köln 2023 ~ 2029,€1.6M,€18K,1659,
,T. Hübers CB,28,72,73,1. FC Köln 2021 ~ 2028,€2.2M,€18K,1707,
,J. Thielmann RM RW RB,23,72,77,1. FC Köln 2019 ~ 2028,€3.5M,€16K,1935,
,J. Schmied CB,26,72,74,1. FC Köln 2025 ~ 2029,€2.6M,€17K,1510,
,K. Lund LB LM,23,72,79,"1. FC Köln Jun 30, 2026 On loan",€4.5M,€4K,1897,
,D. Huseinbašić CM CDM CAM,23,72,77,1. FC Köln 2022 ~ 2027,€3.5M,€16K,1823,
,T. Oermann CB RB CDM,21,72,80,Bayer 04 Leverkusen 2022 ~ 2029,€4.9M,€30K,1676,
,A. Al Dakhil CB,23,72,79,VfB Stuttgart 2024 ~ 2028,€4.4M,€21K,1568,
,I. Schmidt LB CM RB LM,25,72,75,"SV Werder Bremen Jun 30, 2026 On loan",€2.9M,€34K,1852,
,J. Njinmah ST RM RW,24,72,77,SV Werder Bremen 2022 ~ 2027,€3.6M,€19K,1789,
,D. Batz GK,34,72,72,1. FSV Mainz 05 2023 ~ 2029,€400K,€13K,1141,
,L. Maloney CDM CB CM,25,72,73,1. FSV Mainz 05 2025 ~ 2028,€2.5M,€18K,1753,
,Rogério LB LM,27,72,72,VfL Wolfsburg 2023 ~ 2027,€2.3M,€28K,1861,
,B. Dárdai CAM CM,19,72,82,VfL Wolfsburg 2024 ~ 2029,€5M,€21K,1782,
,A. Daghim RM ST RW,19,72,80,"VfL Wolfsburg Jun 30, 2026 On loan",€5M,€10K,1865,
,D. Pejčinović ST,20,72,79,VfL Wolfsburg 2022 ~ 2029,€4.7M,€24K,1715,
,E. Baum RB RM LB,19,72,84,Eintracht Frankfurt 2023 ~ 2028,€5.5M,€14K,1791,
,M. Damar CAM LM CM,21,72,80,TSG 1899 Hoffenheim 2022 ~ 2029,€5.5M,€18K,1783,
,I. Gharbi LM CAM LW,21,72,80,"FC Augsburg Jun 30, 2026 On loan",€5.5M,€8K,1825,
,N. Labrović GK,25,72,73,FC Augsburg 2024 ~ 2029,€2.1M,€13K,1174,
,M. Kömür CAM ST CM,19,72,82,FC Augsburg 2023 ~ 2029,€5M,€17K,1757,
,M. Saliakas RB RM CM,28,72,72,FC St. Pauli 2022 ~ 2030,€2.1M,€18K,1916,
,J. Sands CDM CM,24,72,75,"FC St. Pauli Jun 30, 2026 On loan",€2.9M,€6K,1723,
,J. Fujita CAM CDM CM,23,72,77,FC St. Pauli 2025 ~ 2029,€3.5M,€16K,1905,
,M. Kaars ST,26,72,73,FC St. Pauli 2025 ~ 2027,€2.8M,€19K,1857,
,L. Paçarada LB LM,30,72,72,1. FC Heidenheim 1846 2025 ~ 2027,€2M,€21K,1886,
,M. Busch RB CB RM CDM,30,72,72,1. FC Heidenheim 1846 2017 ~ 2027,€2M,€21K,1892,
,M. Honsak LM LW ST LB,28,72,72,1. FC Heidenheim 1846 2024 ~ 2027,€2.4M,€22K,1917,
,B. Zivzivadze ST,31,72,72,1. FC Heidenheim 1846 2025 ~ 2029,€2M,€24K,1743,
,J. Schöppner CDM CM,26,72,74,1. FC Heidenheim 1846 2020 ~ 2028,€2.6M,€20K,1837,
,O. Traoré RB RM,27,72,72,1. FC Heidenheim 1846 2023 ~ 2029,€2.3M,€20K,1860,
,J. Niehues CDM CM,24,72,75,1. FC Heidenheim 1846 2024 ~ 2027,€2.9M,€18K,1794,
,A. Ibrahimović LM RM LW,19,72,83,"1. FC Heidenheim 1846 Jun 30, 2026 On loan",€5M,€25K,1785,
,K. Nedeljković RB RM,19,72,83,"RB Leipzig Jun 30, 2026 On loan",€4.8M,€39K,1810,
,H. Ahanor CB LB,17,72,81,Atalanta 2025 ~ 2027,€4.5M,€18K,1724,
,E. Hysaj LB RB LM,31,72,72,Lazio 2021 ~ 2029,€1.7M,€22K,1824,
,O. Sørensen CM CAM,23,72,77,Parma 2025 ~ 2030,€3.5M,€13K,1971,
,A. Circati CB,21,72,80,Parma 2022 ~ 2027,€4.9M,€11K,1612,
,N. Pisilli CM CAM,20,72,84,Roma 2022 ~ 2029,€5.5M,€24K,1914,
,D. Ghilardi CB,22,72,80,Roma 2025 ~ 2030,€4.9M,€27K,1566,
,M. Prati CDM CM CB,21,72,81,"Torino Jun 30, 2026 On loan",€5M,€7K,1955,
,H. Kamara LB LM,31,72,72,Udinese 2022 ~ 2030,€1.7M,€14K,1950,
,A. Buksa ST,28,72,72,Udinese 2025 ~ 2029,€2.4M,€15K,1722,
,J. Piotrowski CM CDM,27,72,72,Udinese 2025 ~ 2029,€2.5M,€14K,1923,
,N. Bertola CB,22,72,78,Udinese 2025 ~ 2030,€3.4M,€11K,1555,
,F. Ravaglia GK,25,72,75,Bologna 2017 ~ 2028,€2.4M,€17K,1076,
,J. Akpa Akpro CM CDM,32,72,72,Hellas Verona FC 2025 ~ 2029,€1.8M,€10K,1999,
,R. Gagliardini CDM CM,31,72,72,Hellas Verona FC 2025 ~ 2029,€1.6M,€10K,1825,
,A. Bernede CM CDM,26,72,73,Hellas Verona FC 2025 ~ 2028,€2.7M,€10K,1981,
,M. Frese LB CB LM,27,72,72,Hellas Verona FC 2024 ~ 2027,€2.3M,€9K,1929,
,A. Bella-Kotchap CB,23,72,78,Hellas Verona FC 2026 ~ 2030,€3.4M,€8K,1544,
,D. Bradarić LB LM,25,72,74,Hellas Verona FC 2025 ~ 2028,€2.7M,€9K,1907,
,T. Suslov CAM CM,23,72,80,Hellas Verona FC 2024 ~ 2027,€5M,€9K,1986,
,Àlex Sala CDM CM,24,72,76,Lecce 2025 ~ 2028,€3.1M,€8K,1928,
,W. Cheddira ST,27,72,72,"Lecce Jun 30, 2026 On loan",€2.5M,€56K,1824,
,Kialonda Gaspar CB,27,72,74,Lecce 2024 ~ 2027,€2.5M,€9K,1529,
,O. Gandelman CAM CM RM,25,72,75,Lecce 2026 ~ 2029,€3.1M,€9K,1978,
,E. Goldaniga CB RB,31,72,72,Como 2024 ~ 2030,€1.6M,€51K,1602,
,I. Van der Brempt RB RM,23,72,78,Como 2025 ~ 2028,€3.5M,€42K,1860,
,M. Felici LM LB,24,72,75,Cagliari 2024 ~ 2027,€3.2M,€8K,1864,
,A. Sabiri CAM CM ST,28,72,72,Fiorentina 2023 ~ 2028,€2.4M,€32K,1947,
,M. Brescianini CM CAM,25,72,75,"Fiorentina Jun 30, 2026 On loan",€3.1M,€36K,1922,
,J. Fazzini CAM CM,22,72,81,Fiorentina 2025 ~ 2030,€5.5M,€27K,1895,
,C. Ndour CM CAM CDM,20,72,83,Fiorentina 2025 ~ 2029,€5M,€23K,1874,
,Junior Messias CM CAM,34,72,72,Genoa 2025 ~ 2028,€1.1M,€18K,1955,
,L. Colombo ST,23,72,79,Genoa 2025 ~ 2029,€4.7M,€16K,1691,
,S. Moreo ST CAM CM,32,72,72,Pisa 2023 ~ 2027,€1.9M,€10K,1875,
,S. Canestrelli CB,24,72,75,Pisa 2023 ~ 2027,€2.9M,€7K,1674,
,S. Iling-Junior LM LB RM,21,72,80,"Pisa Jun 30, 2026 On loan",€5.5M,€44K,1896,
,M. Silvestri GK,34,72,72,Cremonese 2025 ~ 2028,€400K,€6K,1186,
,J. Vandeputte CM LM CAM,29,72,72,Cremonese 2024 ~ 2030,€2.3M,€10K,1946,
,M. Thorsby CM CAM,29,72,72,Cremonese 2026 ~ 2030,€2.3M,€10K,1946,
,F. Bonazzoli ST CAM,28,72,72,Cremonese 2024 ~ 2028,€2.4M,€11K,1738,
,D. Okereke ST LM LW,27,72,72,Cremonese 2022 ~ 2028,€2.5M,€10K,1752,
,F. Moumbagna ST,25,72,76,"Cremonese Jun 30, 2026 On loan",€3.3M,€27K,1754,
,M. Collocolo CM CDM CAM,25,72,75,Cremonese 2023 ~ 2027,€3.1M,€9K,1935,
,S. Walukiewicz CB RB,25,72,76,"Sassuolo Jun 30, 2026 On loan",€2.9M,€23K,1672,
,W. Coulibaly RB LB RM,26,72,73,"Sassuolo Jun 30, 2026 On loan",€2.5M,€29K,1862,
,A. Vranckx CM CDM,22,72,77,"Sassuolo Jun 30, 2026 On loan",€3.6M,€25K,1970,
,S. Turati GK,23,72,79,Sassuolo 2019 ~ 2028,€4M,€7K,1056,
,D. Boloca CM CDM,26,72,72,Sassuolo 2023 ~ 2028,€2.5M,€15K,1870,
,O. Vargas CDM CM RM,19,72,83,Atlético Madrid 2026 ~ 2030,€4.8M,€24K,1843,
,Maroan ST,24,72,77,Athletic Club 2025 ~ 2029,€3.6M,€25K,1762,
,Rego CDM CM,22,72,81,Athletic Club 2025 ~ 2028,€5M,€22K,1806,
,Vesga CDM CM,32,72,72,Athletic Club 2016 ~ 2027,€1.6M,€27K,1885,
,Lekue RB LB CB CDM,32,72,72,Athletic Club 2015 ~ 2030,€1.6M,€27K,1937,
,Unai Gómez CAM LM CM,22,72,78,Athletic Club 2022 ~ 2028,€3.8M,€24K,1906,
,Iván Villar GK,27,72,75,RC Celta 2014 ~ 2027,€2.3M,€12K,1098,
,M. Ristić LB LM LW,29,72,72,RC Celta 2023 ~ 2028,€2.1M,€19K,1885,
,C. Ngonge RW RM ST,25,72,73,"RCD Espanyol Jun 30, 2026 On loan",€2.8M,€53K,1843,
,Salinas LB LM,24,72,76,RCD Espanyol 2025 ~ 2028,€3.1M,€13K,1856,
,Abdón Prats ST CAM,32,72,72,RCD Mallorca 2017 ~ 2028,€1.9M,€24K,1774,
,Mateo Joseph ST RM RW,21,72,82,"RCD Mallorca Jun 30, 2026 On loan",€5.5M,€31K,1846,
,Unai Marrero GK,23,72,79,Real Sociedad 2022 ~ 2027,€4M,€12K,978,
,D. Foulquier RB CB CDM,32,72,72,Valencia CF 2021 ~ 2027,€1.6M,€25K,1899,
,R. Saravia RB RM,32,72,72,Valencia CF 2026 ~ 2026,€1.6M,€25K,1880,
,Raúl Fernández GK,37,72,72,Deportivo Alavés 2025 ~ 2028,€250K,€8K,1161,
,I. Diabate ST,25,72,74,"Deportivo Alavés Jun 30, 2026 On loan",€3M,€5K,1761,
,A. Rebbach LW LM,26,72,72,Deportivo Alavés 2020 ~ 2028,€2.6M,€21K,1941,
,L. Cepeda LW LM CM,22,72,81,Elche CF 2026 ~ 2030,€5.5M,€16K,1876,
,Josan RM RB RW,35,72,72,Elche CF 2018 ~ 2030,€950K,€13K,1904,
,Gonzalo Villar CM CAM CDM,27,72,72,Elche CF 2025 ~ 2029,€2.5M,€17K,1911,
,Martim Neto CM CDM CAM,22,72,81,Elche CF 2025 ~ 2028,€5M,€15K,1922,
,Álvaro Rodríguez ST,20,72,83,Elche CF 2025 ~ 2029,€5M,€14K,1821,
,Gumbau CM CDM CAM,30,72,72,"Rayo Vallecano Jun 30, 2026 On loan",€2.2M,€7K,1945,
,Pacha Espino LB LM CM,33,72,72,Rayo Vallecano 2023 ~ 2028,€1.2M,€17K,1975,
,Oso LB LM,21,72,80,Sevilla FC 2024 ~ 2027,€5M,€15K,1879,
,Andrés Castrín CB,22,72,81,Sevilla FC 2025 ~ 2027,€4.9M,€18K,1641,
,W. Kambwala CB,20,72,81,Villarreal CF 2024 ~ 2029,€4.8M,€17K,1612,
,Unai Vencedor CDM CM,24,72,75,"Levante UD Jun 30, 2026 On loan",€2.9M,€22K,1997,
,Iker Losada CAM LM CM,23,72,77,"Levante UD Jun 30, 2026 On loan",€3.5M,€17K,1854,
,Juanmi ST LM LW,32,72,72,Getafe CF 2025 ~ 2027,€1.9M,€25K,1819,
,L. Vázquez ST,24,72,76,"Getafe CF Jun 30, 2026 On loan",€3.4M,€20K,1830,
,S. Boselli CB RB CDM,21,72,77,Getafe CF 2023 ~ 2026,€3.3M,€16K,1865,
,Adrián Liso ST LM RM CAM,20,72,83,"Getafe CF Jun 30, 2026 On loan",€5M,€7K,1896,
,Abel Ruiz ST,25,72,75,Girona FC 2024 ~ 2029,€3.1M,€22K,1867,
,L. Dendoncker CM CDM CB,30,72,72,Real Oviedo 2025 ~ 2027,€2.2M,€23K,1984,
,Dani Calvo CB,31,72,72,Real Oviedo 2021 ~ 2030,€1.6M,€22K,1662,
,S. Colombatto CDM CM,28,72,72,Real Oviedo 2021 ~ 2027,€2.1M,€22K,2058,
,N. Fonseca CDM CM,26,72,72,Real Oviedo 2025 ~ 2028,€2.3M,€21K,1932,
,Marc Guiu ST,19,71,84,Chelsea 2024 ~ 2029,€4.5M,€45K,1754,
,T. George LM RM ST LW,19,71,84,"Everton Jun 30, 2026 On loan",€4.4M,€40K,1760,
,N. Patterson RB RM,23,71,76,Everton 2022 ~ 2027,€2.6M,€20K,1801,
,S. Byram LB RB LM,31,71,71,Leeds United 2023 ~ 2029,€1.4M,€33K,1838,
,I. Meslier GK,25,71,74,Leeds United 2020 ~ 2028,€1.9M,€19K,1189,
,F. Woodman GK,28,71,71,Liverpool 2025 ~ 2030,€1.3M,€32K,1190,
,John Victor GK,29,71,71,Nottingham Forest 2025 ~ 2028,€1.3M,€30K,972,
,N. Angulo LM RM LW,22,71,81,Sunderland 2026 ~ 2030,€4.2M,€29K,1714,
,R. Mundle LW LM RW,22,71,79,Sunderland 2024 ~ 2028,€4.2M,€31K,1748,
,Mateus Mané CAM CM RW,17,71,84,Wolverhampton Wanderers 2025 ~ 2029,€4.3M,€20K,1843,
,D. Bentley GK,31,71,71,Wolverhampton Wanderers 2023 ~ 2027,€1M,€24K,1205,
,H. Ekdal CB,26,71,73,Burnley 2023 ~ 2027,€2M,€32K,1588,
,J. Devenny CM RW LM CAM,21,71,78,Crystal Palace 2023 ~ 2027,€3.8M,€32K,1945,
,V. Milosavljević CB,18,71,84,AFC Bournemouth 2025 ~ 2030,€4.1M,€24K,1600,
,B. Gannon-Doak RM RW,19,71,84,AFC Bournemouth 2025 ~ 2030,€4.4M,€27K,1732,
,J. Casimir RM ST RB,23,71,76,AJ Auxerre 2025 ~ 2028,€2.8M,€13K,1808,
,B. Okoh CB,22,71,79,AJ Auxerre 2026 ~ 2029,€3.9M,€13K,1645,
,A. Bulatović CM CDM,18,71,81,RC Lens 2025 ~ 2028,€3.9M,€11K,1874,
,J. Gbamin CB CDM CM,29,71,71,FC Metz 2025 ~ 2030,€1.6M,€10K,1899,
,K. Kouao RB RM,27,71,71,FC Metz 2022 ~ 2028,€1.8M,€10K,1755,
,B. Traoré CDM CM,23,71,76,"FC Metz Jun 30, 2026 On loan",€2.6M,€30K,1854,
,M. Coulibaly CM CDM,21,71,82,AS Monaco 2023 ~ 2028,€4.2M,€14K,1859,
,L. Leroux CM LB CDM,19,71,80,FC Nantes 2024 ~ 2030,€4M,€9K,1857,
,B. Guirassy LW RW LM,18,71,80,FC Nantes 2024 ~ 2028,€4M,€9K,1662,
,P. Carlgren GK,33,71,71,FC Nantes 2024 ~ 2030,€600K,€8K,1293,
,I. Ganago ST LM LW,26,71,72,FC Nantes 2022 ~ 2027,€2.2M,€13K,1786,
,M. Mohamed ST,27,71,71,FC Nantes 2023 ~ 2027,€2M,€13K,1815,
,Kevin Carlos ST,24,71,76,OGC Nice 2025 ~ 2030,€2.9M,€16K,1706,
,I. Jansson LW ST CAM LM,23,71,76,OGC Nice 2025 ~ 2029,€2.8M,€16K,1796,
,A. Ait Boudlal CB,19,71,82,Stade Rennais FC 2024 ~ 2028,€3.8M,€11K,1617,
,M. Amougou CM CDM,19,71,79,RC Strasbourg Alsace 2025 ~ 2030,€4M,€21K,1861,
,A. Ouattara RM CM RW,19,71,80,RC Strasbourg Alsace 2024 ~ 2029,€4M,€21K,1736,
,Igor Silva RB CB RM,28,71,71,FC Lorient 2021 ~ 2028,€1.7M,€13K,1888,
,D. Yongwa LB CB LM,24,71,75,FC Lorient 2022 ~ 2029,€2.5M,€11K,1775,
,I. Touré CB,22,71,79,FC Lorient 2023 ~ 2028,€3.9M,€11K,1552,
,N. Cadiou CDM CM,26,71,74,FC Lorient 2025 ~ 2029,€2.2M,€12K,1866,
,F. Hanin LB LM,35,71,71,Angers SCO 2023 ~ 2029,€575K,€8K,1823,
,L. Raolisoa RB RM,25,71,75,Angers SCO 2023 ~ 2028,€2.4M,€9K,1737,
,L. Négo RB RM,34,71,71,Le Havre AC 2023 ~ 2028,€700K,€10K,1927,
,A. Samatta ST,32,71,71,Le Havre AC 2025 ~ 2030,€1.5M,€12K,1813,
,R. Ndiaye CM CDM CAM,23,71,76,Le Havre AC 2023 ~ 2028,€2.8M,€9K,1872,
,R. Khadra CAM LM ST CM,23,71,77,"Le Havre AC Jun 30, 2026 On loan",€3M,€6K,1903,
,É. Youté Kinkoué CB,23,71,77,Le Havre AC 2023 ~ 2029,€2.7M,€9K,1530,
,K. Haug GK,27,71,75,Toulouse FC 2022 ~ 2030,€2M,€9K,1211,
,T. De Smet LB LM,27,71,71,Paris FC 2025 ~ 2027,€1.8M,€26K,1773,
,A. Camara CM RB CDM,28,71,71,Paris FC 2023 ~ 2027,€1.9M,€29K,1911,
,P. Drewes GK,32,71,71,Borussia Dortmund 2025 ~ 2027,€925K,€17K,1157,
,H. Bolin LM RM CAM LW,21,71,77,"Borussia Mönchengladbach Jun 30, 2026 On loan",€3M,€6K,1842,
,N. Höfler CDM CM CB,35,71,71,SC Freiburg 2010 ~ 2029,€525K,€13K,1742,
,A. Jung CB,33,71,71,SC Freiburg 2025 ~ 2029,€900K,€18K,1846,
,C. Özkacar CB,24,71,76,"1. FC Köln Jun 30, 2026 On loan",€2.6M,€19K,1627,
,R. van den Berg CB,20,71,82,1. FC Köln 2025 ~ 2030,€3.8M,€11K,1608,
,F. Bredlow GK,30,71,71,VfB Stuttgart 2019 ~ 2027,€1.2M,€15K,1060,
,L. Jaquez CB,22,71,79,VfB Stuttgart 2025 ~ 2029,€3.9M,€19K,1661,
,K. Coulibaly CB CDM CM,18,71,85,SV Werder Bremen 2025 ~ 2029,€4.1M,€11K,1592,
,O. Deman LB LM CM,25,71,74,SV Werder Bremen 2023 ~ 2028,€2.3M,€16K,1933,
,M. Leitsch CB,27,71,71,1. FSV Mainz 05 2022 ~ 2028,€1.7M,€17K,1654,
,W. Bøving ST CAM LM,22,71,78,1. FSV Mainz 05 2025 ~ 2029,€3.8M,€17K,1813,
,A. Sieb ST CAM,22,71,79,"1. FSV Mainz 05 Jun 30, 2026 On loan",€4.2M,€31K,1745,
,S. Kawasaki CM CDM CAM,23,71,75,1. FSV Mainz 05 2020 ~ 2028,€2.7M,€15K,1882,
,P. Pervan GK,37,71,71,VfL Wolfsburg 2018 ~ 2027,€210K,€10K,1054,
,K. Kosugi LB LM,19,71,81,Eintracht Frankfurt 2026 ~ 2031,€3.9M,€13K,1719,
,Kauã Santos GK,22,71,81,Eintracht Frankfurt 2023 ~ 2030,€3.6M,€9K,1021,
